vehicle_type,manufacturer,year,model,battery_code,replacement_type,technology,description,image_link
Passenger & SUV,Ford,2014,Ecosport 1.5 TIVCT,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Escort Range,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Everest,650,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 95 | Reserve Capacity Minutes: 145 | SANS CCA Amps: 470 | EN CCA Amps: 395 | DIN CCA Amps: 703 | SAE CCA Amps: 740 | IEC CCA Amps: 640 | Max length mm: 307 | Overall width mm: 175 | Overall height mm: 222,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/650.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Explorer,640/3,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Fairmont,640/3,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Falcon,640/3,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Fiesta,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Fiesta ecoboost,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Figo,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Figo diesel,612,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 45 | Reserve Capacity Minutes: 69 | SANS CCA Amps: 220 | EN CCA Amps: 190 | DIN CCA Amps: 308.75 | SAE CCA Amps: 325 | IEC CCA Amps: 310 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/612.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus 1.6,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus 1.8,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus Diesel,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus Gdi,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus Petrol,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Focus st 2.0,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Futura,640/3,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,FWD Escort 1300,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,FWD Escort 1400,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,FWD Escort 1600,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Gli,640/3,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Granada,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Granada 2.0L,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Granada AT,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Granada with aircon,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Ikon,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Ikon Diesel,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Ikon Petrol,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Ka,618/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 50 | SANS CCA Amps: 200 | EN CCA Amps: 165 | DIN CCA Amps: 309 | SAE CCA Amps: 325 | IEC CCA Amps: 270 | Max length mm: 207 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/618-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 1.6 ecoboost,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 1.6 ecoboost,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 1.6 Ecoboost,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 1.6 Ecoboost,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.0 tdci,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.0 tdci,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.0 Tdci,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.0 Tdci,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.5,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Kuga 2.5 Turbo,647/651,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Laser,621,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 55 | Reserve Capacity Minutes: 85 | SANS CCA Amps: 290 | EN CCA Amps: 250 | DIN CCA Amps: 394.25 | SAE CCA Amps: 415 | IEC CCA Amps: 410 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/621.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Meteor,621,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 55 | Reserve Capacity Minutes: 85 | SANS CCA Amps: 290 | EN CCA Amps: 250 | DIN CCA Amps: 394.25 | SAE CCA Amps: 415 | IEC CCA Amps: 410 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/621.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Mondeo,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Sierra Sapphire w/out Aircon,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Sierra Sapphire with Aircon,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Spectron,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Telstar,649,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 65 | Reserve Capacity Minutes: 97 | SANS CCA Amps: 320 | EN CCA Amps: 260 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 450 | Max length mm: 233 | Overall width mm: 175 | Overall height mm: 222,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/649.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Telstar TX 5,649,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 65 | Reserve Capacity Minutes: 97 | SANS CCA Amps: 320 | EN CCA Amps: 260 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 450 | Max length mm: 233 | Overall width mm: 175 | Overall height mm: 222,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/649.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Tonic,621,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 55 | Reserve Capacity Minutes: 85 | SANS CCA Amps: 290 | EN CCA Amps: 250 | DIN CCA Amps: 394.25 | SAE CCA Amps: 415 | IEC CCA Amps: 410 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/621.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Tourneo Custom 2.2 tdci,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Ford,2014,Tracer,621,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 55 | Reserve Capacity Minutes: 85 | SANS CCA Amps: 290 | EN CCA Amps: 250 | DIN CCA Amps: 394.25 | SAE CCA Amps: 415 | IEC CCA Amps: 410 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/621.png&MaxImageWidth=400&MaxImageHeigth=400
